
 ****** Running generation 0 ****** 

Population's average fitness: 2932.02528 stdev: 653.73219
Best fitness: 5149.31000 - size: (20, 202) - species 163 - id 163
Average adjusted fitness: 0.386
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
   141    0     3   2952.5    0.392     0
   142    0     3   3137.1    0.443     0
   143    0     3   3742.6    0.610     0
   144    0     3   2615.1    0.298     0
   145    0     3   3628.0    0.579     0
   146    0     3   3069.9    0.424     0
   147    0     3   3086.2    0.429     0
   148    0     3   2873.0    0.369     0
   149    0     3   3620.6    0.577     0
   150    0     3   2655.7    0.309     0
   151    0     3   2291.6    0.208     0
   152    0     3   2790.7    0.347     0
   153    0     3   2706.1    0.323     0
   154    0     3   3957.8    0.670     0
   155    0     3   3737.0    0.609     0
   156    0     3   2459.1    0.255     0
   157    0     3   2652.8    0.308     0
   158    0     3   3211.9    0.463     0
   159    0     3   4192.5    0.735     0
   160    0     3   3169.9    0.452     0
   161    0     3   3271.1    0.480     0
   162    0     3   1967.3    0.119     0
   163    0     3   5149.3    1.000     0
   164    0     3   4805.5    0.905     0
   165    0     3   4154.4    0.724     0
   166    0     3   3143.3    0.444     0
   167    0     3   2660.7    0.311     0
   168    0     3   3491.2    0.541     0
   169    0     3   2302.8    0.212     0
   170    0     3   2781.8    0.344     0
   171    0     3   3066.7    0.423     0
   172    0     3   2892.4    0.375     0
   173    0     3   3490.2    0.540     0
   174    0     3   3930.0    0.662     0
   175    0     3   2529.6    0.274     0
   176    0     3   2255.1    0.198     0
   177    0     3   3182.1    0.455     0
   178    0     3   2581.3    0.289     0
   179    0     3   2229.0    0.191     0
   180    0     3   2634.5    0.303     0
   181    0     3   2320.3    0.216     0
   182    0     3   2758.3    0.338     0
   183    0     3   2628.0    0.302     0
   184    0     3   3155.4    0.448     0
   185    0     3   2176.3    0.177     0
   186    0     3   1658.0    0.033     0
   187    0     3   2684.4    0.317     0
   188    0     3   2654.9    0.309     0
   189    0     3   3235.0    0.470     0
   190    0     3   2292.6    0.209     0
   191    0     3   3416.1    0.520     0
   192    0     3   2653.7    0.309     0
   193    0     3   2975.6    0.398     0
   194    0     3   2553.7    0.281     0
   195    0     3   3657.0    0.587     0
   196    0     3   3016.2    0.409     0
   197    0     3   2982.7    0.400     0
   198    0     3   2916.6    0.382     0
   199    0     3   4207.9    0.739     0
   200    0     3   2144.4    0.168     0
Total extinctions: 0
Generation time: 76.124 sec

 ****** Running generation 1 ****** 

Population's average fitness: 2876.42497 stdev: 603.75868
Best fitness: 5046.75500 - size: (20, 202) - species 48 - id 48
Average adjusted fitness: 0.405
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    1     3   2862.8    0.264     0
     2    1     3   3248.3    0.356     0
     3    1     3   3222.4    0.400     0
     4    1     3   3422.1    0.361     0
     5    1     3   4033.0    0.567     0
     6    1     3   3490.0    0.542     0
     7    1     3   4227.4    0.536     0
     8    1     3   3291.5    0.408     0
     9    1     3   3816.4    0.469     0
    10    1     3   3560.4    0.471     0
    11    1     3   3103.1    0.320     0
    12    1     3   2939.1    0.312     0
    13    1     3   2649.0    0.254     0
    14    1     3   3029.2    0.405     0
    15    1     3   3360.8    0.387     0
    16    1     3   3128.6    0.350     1
    17    1     3   2665.1    0.302     0
    18    1     3   3079.9    0.374     1
    19    1     3   3557.1    0.427     0
    20    1     3   3144.3    0.383     1
    21    1     3   3243.5    0.306     1
    22    1     3   3264.9    0.305     0
    23    1     3   3145.1    0.339     0
    24    1     3   4451.9    0.592     0
    25    1     3   3849.3    0.501     0
    26    1     3   2920.4    0.344     1
    27    1     3   2888.9    0.332     1
    28    1     3   4000.8    0.408     0
    29    1     3   2950.3    0.326     1
    30    1     3   2949.8    0.346     1
    31    1     3   3899.8    0.440     0
    32    1     3   3005.4    0.361     0
    33    1     3   2877.2    0.252     1
    34    1     3   3284.2    0.409     0
    35    1     3   4464.8    0.514     0
    36    1     3   4135.2    0.455     0
    37    1     3   3355.9    0.442     0
    38    1     3   3619.5    0.347     0
    39    1     3   3339.2    0.400     0
    40    1     3   4125.1    0.495     0
    41    1     3   3798.1    0.454     0
    42    1     3   3286.5    0.274     1
    43    1     3   2738.0    0.326     0
    44    1     3   3784.1    0.474     0
    45    1     3   3568.7    0.392     0
    46    1     3   3106.3    0.400     1
    47    1     3   2801.1    0.330     1
    48    1     3   5046.8    0.528     0
    49    1     3   3388.3    0.402     0
    50    1     3   3476.8    0.434     0
    51    1     3   2813.2    0.279     0
    52    1     3   3052.3    0.384     0
    53    1     3   3574.2    0.445     0
    54    1     3   3828.4    0.542     1
    55    1     3   3019.8    0.310     0
    56    1     3   3254.3    0.413     1
    57    1     3   2970.8    0.389     0
    58    1     3   4031.6    0.490     1
    59    1     3   3599.6    0.465     0
    60    1     3   2625.5    0.278     0
    61    1     3   3288.9    0.416     0
    62    1     3   3471.2    0.390     0
    63    1     3   3636.2    0.457     0
    64    1     3   2767.2    0.307     1
    65    1     3   3812.6    0.423     0
    66    1     3   3143.0    0.448     1
    67    1     3   3974.1    0.502     1
    68    1     3   3013.1    0.351     0
    69    1     3   3154.9    0.373     0
    70    1     3   3635.3    0.407     0
    71    1     3   3656.3    0.390     0
    72    1     3   3872.5    0.454     0
    73    1     3   3636.5    0.507     0
    74    1     3   3239.4    0.296     1
    75    1     3   3487.8    0.468     1
    76    1     3   4435.0    0.376     0
    77    1     3   3654.4    0.405     0
    78    1     3   3037.4    0.383     0
    79    1     3   3061.3    0.443     0
    80    1     3   3796.8    0.537     0
    81    1     3   3988.5    0.526     0
    82    1     3   3414.2    0.456     0
    83    1     3   3710.5    0.536     0
    84    1     3   3224.5    0.365     0
    85    1     3   2947.6    0.344     1
    86    1     3   2938.9    0.313     1
    87    1     3   4942.3    0.495     0
    88    1     3   2805.5    0.374     0
    89    1     3   3526.0    0.417     1
    90    1     3   3135.8    0.432     0
    91    1     3   4050.1    0.500     0
    92    1     3   4115.8    0.511     0
    93    1     3   3533.6    0.401     0
    94    1     3   2955.9    0.373     1
    95    1     3   3136.2    0.244     1
    96    1     3   2938.0    0.401     0
    97    1     3   3863.2    0.404     0
    98    1     3   3356.3    0.441     0
    99    1     3   2868.3    0.272     1
   100    1     3   3818.9    0.352     0
   101    1     3   3626.5    0.496     0
   102    1     3   3632.4    0.355     0
   103    1     3   3527.6    0.472     0
   104    1     3   3392.5    0.414     0
   105    1     3   2952.4    0.252     0
   106    1     3   3453.3    0.502     0
   107    1     3   2644.2    0.274     0
   108    1     3   2755.4    0.292     1
   109    1     3   3132.5    0.390     0
   110    1     3   3400.9    0.367     0
   111    1     3   3265.1    0.320     0
   112    1     3   2747.4    0.315     0
   113    1     3   3139.0    0.325     0
   114    1     3   2861.2    0.283     1
   115    1     3   3390.5    0.410     1
   116    1     3   2638.9    0.245     1
   117    1     3   3731.2    0.568     0
   118    1     3   3087.1    0.436     0
   119    1     3   2560.0    0.233     1
   120    1     3   2555.6    0.251     1
   121    1     3   3572.4    0.402     0
   122    1     3   3532.8    0.417     0
   123    1     3   4199.1    0.601     0
   124    1     3   3384.4    0.495     0
   125    1     3   3510.1    0.437     0
   126    1     3   3624.0    0.428     0
   127    1     3   3441.7    0.350     0
   128    1     3   3137.7    0.356     0
   129    1     3   4443.0    0.567     0
   130    1     3   3672.2    0.552     0
   131    1     3   3920.3    0.537     0
   132    1     3   2534.8    0.296     0
   133    1     3   2763.7    0.288     0
   134    1     3   3076.7    0.310     1
   135    1     3   2914.6    0.266     1
   136    1     3   4063.7    0.511     0
   137    1     3   3312.9    0.386     1
   138    1     3   3040.2    0.358     0
   139    1     3   3623.9    0.390     0
   140    1     3   2798.6    0.300     1
   141    1     3   2965.7    0.334     0
   142    1     3   3213.3    0.313     0
   143    1     3   4364.4    0.562     0
   144    1     3   3871.6    0.390     0
   145    1     3   2552.5    0.261     1
   146    1     3   3010.8    0.248     1
   147    1     3   3856.5    0.646     0
   148    1     3   2981.7    0.415     0
   149    1     3   3602.2    0.575     1
   150    1     3   3153.4    0.373     0
   151    1     3   4439.7    0.479     0
   152    1     3   3656.9    0.520     0
   153    1     3   2860.1    0.317     0
   154    1     3   2884.0    0.333     1
   155    1     3   3067.5    0.385     1
   156    1     3   4487.9    0.637     0
   157    1     3   3545.3    0.426     0
   158    1     3   3984.5    0.454     0
   159    1     3   2937.7    0.236     1
   160    1     3   3412.6    0.511     0
   161    1     3   2467.3    0.261     1
   162    1     3   2764.1    0.321     0
   163    1     3   3120.7    0.384     1
   164    1     3   3121.3    0.388     1
   165    1     3   3346.6    0.421     1
   166    1     3   4010.5    0.436     0
   167    1     3   3214.6    0.372     0
   168    1     3   3433.2    0.450     1
   169    1     3   3704.7    0.616     0
   170    1     3   3086.7    0.316     0
   171    1     3   4415.9    0.491     0
   172    1     3   3507.0    0.379     0
   173    1     3   3776.9    0.379     0
   174    1     3   3092.3    0.324     1
   175    1     3   3540.9    0.468     0
   176    1     3   2260.4    0.186     0
   177    1     3   3249.0    0.450     0
   178    1     3   3452.6    0.373     0
   179    1     3   4436.3    0.676     0
   180    1     3   3055.9    0.350     0
   181    1     3   3112.7    0.384     0
   182    1     3   4029.7    0.542     0
   183    1     3   4046.8    0.534     0
   184    1     3   4953.2    0.600     0
   185    1     3   3220.5    0.424     0
   186    1     3   3607.1    0.479     0
   187    1     3   2903.6    0.335     0
   188    1     3   3888.1    0.618     0
   189    1     3   3033.6    0.369     1
   190    1     3   3487.1    0.471     0
   191    1     3   3258.9    0.311     1
   192    1     3   3854.8    0.432     0
   193    1     3   2446.8    0.225     1
   194    1     3   3110.5    0.411     0
   195    1     3   2576.7    0.268     1
   196    1     3   3717.4    0.559     0
   197    1     3   3794.6    0.518     0
   198    1     3   3559.9    0.469     0
   199    1     3   2782.3    0.347     1
   200    1     3   3685.7    0.416     0
Total extinctions: 0
Generation time: 205.156 sec (140.640 average)

 ****** Running generation 2 ****** 

Population's average fitness: 2915.42505 stdev: 637.02533
Best fitness: 5542.91000 - size: (21, 202) - species 15 - id 269
Average adjusted fitness: 0.361
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    2     3   2717.0    0.269     1
     2    2     3   3732.3    0.322     0
     3    2     3   3036.1    0.346     1
     4    2     3   3453.1    0.307     0
     5    2     3   3284.8    0.331     1
     6    2     3   3423.5    0.355     1
     7    2     3   2764.7    0.284     1
     8    2     3   4086.8    0.383     0
     9    2     3   2785.7    0.289     1
    10    2     3   2738.1    0.248     1
    11    2     3   5209.5    0.620     0
    12    2     3   3297.2    0.346     0
    13    2     3   3632.8    0.483     0
    14    2     3   2906.5    0.310     1
    15    2     3   5542.9    0.464     0
    16    2     3   4884.1    0.483     0
    17    2     3   2938.7    0.307     0
    18    2     3   4035.7    0.330     0
    19    2     3   3288.8    0.370     1
    20    2     3   3349.0    0.330     2
    21    2     3   3694.8    0.348     2
    22    2     3   2754.4    0.163     1
    23    2     3   4609.9    0.346     0
    24    2     3   5118.6    0.682     0
    25    2     3   2507.3    0.254     1
    26    2     3   4611.4    0.446     0
    27    2     3   3133.6    0.292     2
    28    2     3   2845.9    0.306     1
    29    2     3   2784.5    0.243     2
    30    2     3   3398.1    0.415     0
    31    2     3   3308.0    0.380     1
    32    2     3   2757.3    0.193     1
    33    2     3   3806.3    0.394     0
    34    2     3   3385.2    0.316     0
    35    2     3   3171.1    0.284     1
    36    2     3   3986.8    0.557     1
    37    2     3   3574.2    0.365     0
    38    2     3   2911.0    0.242     1
    39    2     3   3810.9    0.396     0
    40    2     3   3399.8    0.380     1
    41    2     3   2852.9    0.258     1
    42    2     3   2968.6    0.286     2
    43    2     3   4643.0    0.390     0
    44    2     3   2954.3    0.264     1
    45    2     3   3345.3    0.373     1
    46    2     3   2676.1    0.232     2
    47    2     3   2766.5    0.307     2
    48    2     3   3335.4    0.368     1
    49    2     3   3261.5    0.354     1
    50    2     3   2774.9    0.251     1
    51    2     3   3875.0    0.475     0
    52    2     3   3635.6    0.447     0
    53    2     3   2810.9    0.305     1
    54    2     3   2656.8    0.276     2
    55    2     3   3614.5    0.472     0
    56    2     3   3154.9    0.382     2
    57    2     3   3524.8    0.370     0
    58    2     3   3516.8    0.407     2
    59    2     3   2724.4    0.267     1
    60    2     3   3110.9    0.298     0
    61    2     3   4123.9    0.454     0
    62    2     3   3951.7    0.419     0
    63    2     3   3605.7    0.285     1
    64    2     3   3510.7    0.432     0
    65    2     3   3430.7    0.399     1
    66    2     3   3717.7    0.446     0
    67    2     3   3380.9    0.340     2
    68    2     3   3586.0    0.431     0
    69    2     3   2823.6    0.251     1
    70    2     3   3707.7    0.403     0
    71    2     3   3115.1    0.357     1
    72    2     3   3058.7    0.302     1
    73    2     3   3468.7    0.381     1
    74    2     3   4513.1    0.443     0
    75    2     3   3625.6    0.432     2
    76    2     3   4264.3    0.393     1
    77    2     3   3987.8    0.414     0
    78    2     3   3402.7    0.422     0
    79    2     3   4043.1    0.495     0
    80    2     3   4673.0    0.391     0
    81    2     3   4024.2    0.468     0
    82    2     3   3559.9    0.395     0
    83    2     3   3131.5    0.279     1
    84    2     3   4663.5    0.450     0
    85    2     3   4300.2    0.356     0
    86    2     3   3642.0    0.423     2
    87    2     3   3810.8    0.294     1
    88    2     3   3592.6    0.399     0
    89    2     3   3800.8    0.370     0
    90    2     3   2885.2    0.271     1
    91    2     3   3694.8    0.428     1
    92    2     3   4240.6    0.502     0
    93    2     3   3359.3    0.317     1
    94    2     3   2802.3    0.283     2
    95    2     3   3283.7    0.351     0
    96    2     3   3749.7    0.345     0
    97    2     3   4038.2    0.353     0
    98    2     3   3015.2    0.283     1
    99    2     3   2473.0    0.195     2
   100    2     3   3831.1    0.432     0
   101    2     3   2494.0    0.207     1
   102    2     3   2898.8    0.317     1
   103    2     3   3641.5    0.434     0
   104    2     3   3418.0    0.370     0
   105    2     3   3252.0    0.364     0
   106    2     3   2835.1    0.291     1
   107    2     3   2808.4    0.304     0
   108    2     3   3439.2    0.421     0
   109    2     3   4685.5    0.488     0
   110    2     3   2803.4    0.248     1
   111    2     3   3457.8    0.364     0
   112    2     3   3207.3    0.427     0
   113    2     3   3872.0    0.404     0
   114    2     3   3795.9    0.436     2
   115    2     3   3616.6    0.275     2
   116    2     3   3418.5    0.383     0
   117    2     3   3496.2    0.346     1
   118    2     3   3367.1    0.378     0
   119    2     3   3169.9    0.377     2
   120    2     3   5209.1    0.439     0
   121    2     3   3361.9    0.330     1
   122    2     3   2706.8    0.284     1
   123    2     3   3518.0    0.345     1
   124    2     3   3443.5    0.312     0
   125    2     3   3574.6    0.327     0
   126    2     3   3462.1    0.324     1
   127    2     3   2390.8    0.198     1
   128    2     3   3714.9    0.400     0
   129    2     3   3751.7    0.406     1
   130    2     3   3504.4    0.395     1
   131    2     3   4164.9    0.430     0
   132    2     3   2909.0    0.236     0
   133    2     3   3978.9    0.443     0
   134    2     3   3198.6    0.382     2
   135    2     3   3140.1    0.263     0
   136    2     3   3540.1    0.295     1
   137    2     3   3634.5    0.377     2
   138    2     3   3726.5    0.430     0
   139    2     3   2937.2    0.274     1
   140    2     3   3749.1    0.403     2
   141    2     3   3794.5    0.434     0
   142    2     3   2584.3    0.264     1
   143    2     3   3072.8    0.304     1
   144    2     3   2573.0    0.225     1
   145    2     3   3075.3    0.352     2
   146    2     3   3748.3    0.336     0
   147    2     3   4133.8    0.416     0
   148    2     3   3217.0    0.322     0
   149    2     3   3635.8    0.345     0
   150    2     3   4094.0    0.468     0
   151    2     3   3478.8    0.327     1
   152    2     3   3326.1    0.335     1
   153    2     3   3411.7    0.361     0
   154    2     3   3094.7    0.339     2
   155    2     3   4033.3    0.520     0
   156    2     3   3477.1    0.437     1
   157    2     3   4414.6    0.458     0
   158    2     3   3997.7    0.487     0
   159    2     3   3181.6    0.329     2
   160    2     3   2868.3    0.267     1
   161    2     3   3800.2    0.474     0
   162    2     3   3614.6    0.383     0
   163    2     3   3056.9    0.357     2
   164    2     3   3454.5    0.429     2
   165    2     3   3124.3    0.364     2
   166    2     3   3207.3    0.375     1
   167    2     3   3383.2    0.352     0
   168    2     3   2767.9    0.250     2
   169    2     3   4094.0    0.455     0
   170    2     3   3730.7    0.373     0
   171    2     3   3995.4    0.465     1
   172    2     3   3898.5    0.479     0
   173    2     3   3765.7    0.450     1
   174    2     3   3664.7    0.421     2
   175    2     3   3293.2    0.327     1
   176    2     3   4555.5    0.653     0
   177    2     3   3533.0    0.390     0
   178    2     3   3121.0    0.282     1
   179    2     3   3957.5    0.420     1
   180    2     3   3534.6    0.345     0
   181    2     3   3116.9    0.268     0
   182    2     3   3550.5    0.319     1
   183    2     3   3679.4    0.350     1
   184    2     3   5177.1    0.594     0
   185    2     3   3214.8    0.378     1
   186    2     3   3356.4    0.314     1
   187    2     3   4011.4    0.382     0
   188    2     3   3919.4    0.444     0
   189    2     3   3872.6    0.434     0
   190    2     3   2462.0    0.187     1
   191    2     3   3099.3    0.320     2
   192    2     3   2998.7    0.269     1
   193    2     3   2498.5    0.174     2
   194    2     3   3383.5    0.348     0
   195    2     3   4272.6    0.475     0
   196    2     3   2915.7    0.239     1
   197    2     3   3505.2    0.348     1
   198    2     3   3319.3    0.271     1
   199    2     3   3094.7    0.298     2
   200    2     3   3524.2    0.339     1
Total extinctions: 0
Generation time: 207.470 sec (162.917 average)

 ****** Running generation 3 ****** 

Population's average fitness: 2954.36099 stdev: 655.88217
Best fitness: 4939.43500 - size: (20, 202) - species 58 - id 58
Average adjusted fitness: 0.448
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    3     3   4422.1    0.630     0
     2    3     3   2909.5    0.345     1
     3    3     3   4271.3    0.590     0
     4    3     3   2589.1    0.272     1
     5    3     3   3760.7    0.376     2
     6    3     3   3212.4    0.467     2
     7    3     3   2819.8    0.347     2
     8    3     3   3504.3    0.424     1
     9    3     3   2642.3    0.281     2
    10    3     3   2916.0    0.368     2
    11    3     3   3566.8    0.363     1
    12    3     3   2623.0    0.337     1
    13    3     3   3529.4    0.515     1
    14    3     3   4606.4    0.573     0
    15    3     3   3562.0    0.577     1
    16    3     3   3070.2    0.329     1
    17    3     3   3374.4    0.392     0
    18    3     3   3303.3    0.394     1
    19    3     3   3759.3    0.439     0
    20    3     3   4688.0    0.569     0
    21    3     3   4111.5    0.470     3
    22    3     3   3158.2    0.297     2
    23    3     3   2795.0    0.348     1
    24    3     3   3946.4    0.679     1
    25    3     3   2916.4    0.311     2
    26    3     3   4357.7    0.362     1
    27    3     3   3089.8    0.325     3
    28    3     3   2374.7    0.197     2
    29    3     3   2378.2    0.221     3
    30    3     3   3904.3    0.409     0
    31    3     3   3617.6    0.476     2
    32    3     3   4390.9    0.610     0
    33    3     3   3886.3    0.501     0
    34    3     3   3103.3    0.386     1
    35    3     3   3682.4    0.485     2
    36    3     3   3005.9    0.326     2
    37    3     3   2697.1    0.344     1
    38    3     3   2907.0    0.341     2
    39    3     3   3901.3    0.615     0
    40    3     3   3367.8    0.516     2
    41    3     3   4638.4    0.624     0
    42    3     3   3503.7    0.410     0
    43    3     3   3155.2    0.390     1
    44    3     3   2374.1    0.199     2
    45    3     3   4715.8    0.450     0
    46    3     3   4673.3    0.560     0
    47    3     3   3899.2    0.500     0
    48    3     3   4339.3    0.642     2
    49    3     3   3834.3    0.459     0
    50    3     3   3351.2    0.403     2
    51    3     3   3232.6    0.386     1
    52    3     3   3657.7    0.361     0
    53    3     3   3892.4    0.460     0
    54    3     3   2750.9    0.319     3
    55    3     3   3334.4    0.435     1
    56    3     3   4595.4    0.600     0
    57    3     3   2580.3    0.189     1
    58    3     3   4939.4    0.522     0
    59    3     3   3593.7    0.514     2
    60    3     3   3343.8    0.478     0
    61    3     3   3803.8    0.422     1
    62    3     3   3121.8    0.373     1
    63    3     3   3689.1    0.536     0
    64    3     3   3211.5    0.473     1
    65    3     3   2543.9    0.307     2
    66    3     3   3688.5    0.502     1
    67    3     3   3924.3    0.468     3
    68    3     3   3906.6    0.485     0
    69    3     3   4100.5    0.589     0
    70    3     3   4491.8    0.539     0
    71    3     3   2941.8    0.391     2
    72    3     3   3234.1    0.407     2
    73    3     3   3557.0    0.508     2
    74    3     3   3039.7    0.455     1
    75    3     3   4104.2    0.611     0
    76    3     3   2732.5    0.305     2
    77    3     3   2636.6    0.266     1
    78    3     3   2827.2    0.249     1
    79    3     3   3520.2    0.452     1
    80    3     3   3223.8    0.343     1
    81    3     3   4650.6    0.400     0
    82    3     3   3572.6    0.383     0
    83    3     3   3510.7    0.408     2
    84    3     3   2925.6    0.322     1
    85    3     3   4040.6    0.499     1
    86    3     3   3144.9    0.468     3
    87    3     3   3670.9    0.453     2
    88    3     3   3586.8    0.549     1
    89    3     3   3382.5    0.455     1
    90    3     3   3644.7    0.528     0
    91    3     3   3037.4    0.379     2
    92    3     3   3424.1    0.422     1
    93    3     3   3224.3    0.423     2
    94    3     3   3379.4    0.413     3
    95    3     3   2917.2    0.421     1
    96    3     3   3915.7    0.386     0
    97    3     3   4286.1    0.545     0
    98    3     3   2939.6    0.325     2
    99    3     3   3704.9    0.476     0
   100    3     3   3423.3    0.411     1
   101    3     3   3717.4    0.558     0
   102    3     3   3402.5    0.408     2
   103    3     3   4488.9    0.586     0
   104    3     3   3107.3    0.393     1
   105    3     3   3065.7    0.357     1
   106    3     3   3024.3    0.365     2
   107    3     3   3843.2    0.593     0
   108    3     3   3878.4    0.573     0
   109    3     3   3314.8    0.425     1
   110    3     3   2763.2    0.371     2
   111    3     3   2856.7    0.301     1
   112    3     3   3308.0    0.444     0
   113    3     3   4495.4    0.476     0
   114    3     3   4310.5    0.686     3
   115    3     3   4360.1    0.477     0
   116    3     3   4053.7    0.566     0
   117    3     3   4474.7    0.672     0
   118    3     3   3023.1    0.434     1
   119    3     3   3038.8    0.404     3
   120    3     3   2583.3    0.303     1
   121    3     3   2584.6    0.246     2
   122    3     3   3582.8    0.427     0
   123    3     3   2774.6    0.338     2
   124    3     3   3317.0    0.523     1
   125    3     3   3327.5    0.435     1
   126    3     3   3277.8    0.412     2
   127    3     3   3187.8    0.431     2
   128    3     3   3185.3    0.364     1
